noise_level,phi_correlation,order2_correlation,order3_correlation,order4_correlation,order5_correlation,order6_correlation,order7_correlation,order8_correlation,order9_correlation,order10_correlation,order11_correlation,order12_correlation
0.1,0.9782682618747862,0.9946363472280256,0.9704236397058874,0.984832079537252,0.9612868723023832,0.9743376815329998,0.957797420679873,0.9569427668601839,0.9496106752481775,0.941758575956653,0.9319063060440381,0.9438777297832697
0.1,0.963186876190135,0.9952363454316674,0.9705414720427643,0.984901081297332,0.9590568656677511,0.9740679293840158,0.9498816145419954,0.9560835436152448,0.9421935869805208,0.9291062537108652,0.9308567741944279,0.9031441749357753
0.1,0.9567046394350128,0.9943045530102176,0.9751460539139747,0.985105889298547,0.9670527767627737,0.9754199890296329,0.9621934312706067,0.960448756797746,0.9549872439465071,0.9443890976108216,0.9449856052191422,0.9361520316220928
0.1,0.9776809850118008,0.9954676791947135,0.970979191200712,0.9858111512037139,0.9641039539201153,0.9768124889960164,0.9565750076028074,0.9618009178721175,0.9473706016472936,0.9427043331190667,0.9415051544647534,0.9284488521362763
0.2,0.9429679591747346,0.9811501644572345,0.9088551901888742,0.9547797812715765,0.8756413552386718,0.9306306451588677,0.8589331262654981,0.8877580465275999,0.825559870201955,0.835331060845574,0.7691001455987071,0.8045902197284955
0.2,0.9306454149982712,0.9815256111284502,0.9112854081495744,0.9478657885292866,0.8775943310866523,0.9177006958966235,0.8622665958008559,0.8716799272577893,0.850105551899677,0.8316939600180123,0.8278399362308825,0.8451001439449
0.2,0.9655799810687667,0.9830125093784231,0.8973642820517974,0.9505696163217082,0.857996618213671,0.92612185254557,0.8383355134402377,0.8935128729078505,0.8320764290137116,0.8459254120380374,0.835060333418946,0.8108303185464574
0.2,0.9438917914618385,0.9809836442358374,0.8963474201929414,0.951424778693987,0.87004027608004,0.9242009538789057,0.8582273502039836,0.8894755128864393,0.844055918334432,0.8632254379719562,0.8282895800048226,0.8525512645352825
0.2,0.9417228210410588,0.9844871455699107,0.9052991496039322,0.9511758389504686,0.884657986044563,0.9304947139272451,0.8748840957772758,0.8953225501398158,0.8545007738882094,0.8406903059227789,0.8416534311384326,0.7921369412018081
0.2,0.9633476008101347,0.9827550030747267,0.9130739010205252,0.952253819214361,0.8804100022468363,0.9185026555634505,0.860824836290175,0.8762168899327536,0.8459881000652987,0.8446126493242215,0.831399026794001,0.8241804707114996
0.2,0.9433834138605816,0.9813384354122932,0.9038140390560337,0.9519687057003541,0.8780555314096636,0.9226742352286781,0.8512672924366236,0.8854773012152888,0.8118953993992309,0.8379040244292588,0.7537589073332815,0.7825755179252986
0.2,0.9195428767556164,0.9771215439813897,0.9061480661136857,0.9441437521160458,0.8724532623366222,0.9110819638841267,0.8520221731599023,0.850172554459702,0.8400090382913735,0.7813983337279496,0.8182206007167117,0.7564209357052714
0.2,0.9616830061027279,0.9816086104167767,0.9171217278882533,0.9501632725934014,0.8802181629280396,0.9189624586765096,0.8474204026234199,0.881557237498467,0.8244033918092406,0.8450379443765054,0.814008244556287,0.8151555886290045
0.2,0.9210509522148147,0.9829272171174143,0.9063227097147255,0.9529695632376758,0.8863842576467874,0.9241921319933953,0.8743465716672891,0.8874322931154963,0.845510259874013,0.85117770621863,0.7874639805377621,0.8049633738373559
0.3,0.8787800763093873,0.9731252602235458,0.8116718262154826,0.9059768198175174,0.7691842967717305,0.8604392319669499,0.7447629992100934,0.7908758917499974,0.6879991567256021,0.7265805698825146,0.5629694133512039,0.699496960074115
0.3,0.8534499557146235,0.9647111997262627,0.8031532383458878,0.9096996913451019,0.7396122170744439,0.8682420329377061,0.7318339471807573,0.7895854851428812,0.7472546334123078,0.7021152723840288,0.7329888687353657,0.650028017358015
0.3,0.8178409235037322,0.9619770085097257,0.8192760015453536,0.912312433389448,0.7830615325197191,0.8764629969933527,0.7521304253906642,0.8064746028336639,0.6965488919990384,0.7031121232081968,0.6449031707182872,0.6218665238538997
0.3,0.8308033682404748,0.9512819642982754,0.8296460300217464,0.9001228954927649,0.7807069002618849,0.8521146281820966,0.7466536718249934,0.7892151293069589,0.7207790227216584,0.7679227179315062,0.7012500101128533,0.7834814599910634
0.3,0.738313054397923,0.9596487712086174,0.8135447937388779,0.8943698032669003,0.7849781660089873,0.836147154716825,0.7346884460549454,0.7628188056106973,0.6635563911951298,0.6931784568941693,0.5814099288102246,0.6405454395129653
0.3,0.8586830612157069,0.9681596599516851,0.8259493227839768,0.8941752169779922,0.7736419221147264,0.8417820494280824,0.7398346097491862,0.786666024022636,0.7059528191488545,0.7410402010276635,0.6631746764850825,0.7159459936381882
0.3,0.7446546259171275,0.9619555160522218,0.8131962389207523,0.8998055904859296,0.768932582077611,0.8475103147781202,0.7249196674848353,0.7870528543063838,0.6396563565475715,0.7351344712010893,0.5378189729457218,0.7015691120390785
0.3,0.8002721178899311,0.9547395951645277,0.8304110024091935,0.9034528305700211,0.7837259301802115,0.8474454757702028,0.758456474765308,0.763740175008686,0.739180019752199,0.6827315454768045,0.6917669267163706,0.597321411747205
0.3,0.8933011274525723,0.9652111310532353,0.8003409316786523,0.9022404528762873,0.7465526033983441,0.8416903431665638,0.7407025499301871,0.7490488322321484,0.7379278457656445,0.6501848679203607,0.7252285676917248,0.5892439155572019
0.3,0.892214224049598,0.9602405218675703,0.8108304023813803,0.8979344604480671,0.7771214224329045,0.8513686502150589,0.7393559516032499,0.7813466679186613,0.7073408631897303,0.702358280435318,0.6741591927795968,0.653469834943091
