noise_level,phi_correlation,order2_correlation,order3_correlation,order4_correlation,order5_correlation,order6_correlation,order7_correlation,order8_correlation,order9_correlation,order10_correlation,order11_correlation
0.2,0.954437105235118,0.9847134297443311,0.9077033503675611,0.9540213988466064,0.8748717452736037,0.9239011659072505,0.8551058894456649,0.8888926975678622,0.8217503421179008,0.8735613247710741,0.752796341808684
0.3,0.7846123623809796,0.964037999659797,0.8149475943162218,0.8996800655385051,0.7746179476860324,0.8388849390156625,0.7266154980146042,0.7699225595794758,0.6664777970589556,0.7354055842074492,0.5790757506981898
0.3,0.7806739028970712,0.9581600957265185,0.8295716683071015,0.8947177981485708,0.7673857703246857,0.8349193678341923,0.730673076407533,0.7473863439396329,0.7069457321400268,0.6685761441228613,0.6919420402061606
0.3,0.7887083930758026,0.9638678321213068,0.8399176522842291,0.9133251595076602,0.7947607232919804,0.8633672545923369,0.7681713845589239,0.7727142952034188,0.7428323272749535,0.6508213365972426,0.7335850536469676
0.3,0.8205304551590042,0.95924116525931,0.7892349384231651,0.9009028636080804,0.7422703488417702,0.8589447474650481,0.6997852170754664,0.7931447610329748,0.6700091484958125,0.7081491726280599,0.667032604070889
0.3,0.8744905288381939,0.9586657095976924,0.8191084289615067,0.8998562449433084,0.7875797410216193,0.8548122168315441,0.7772190670988656,0.7819857528837377,0.7598926360079723,0.709679190260238,0.7531986619631114
0.3,0.8839115350710819,0.9634833718324989,0.8278345981128292,0.9085719332810318,0.8087445798040882,0.8712867633922737,0.8043452389655361,0.8208532591776692,0.7780527271681984,0.761939244346854,0.6852480593247888
0.3,0.8598682787105095,0.961345201758578,0.8158670990262451,0.9046479830973944,0.7776574572873872,0.8552302596677159,0.7588757040827894,0.784426563074818,0.7286253332355968,0.7203938144196812,0.6910871386771298
0.3,0.8762115913608608,0.9589678001883241,0.8172529976869275,0.8935600369232184,0.7607182509197167,0.8414328357359245,0.7350432096738426,0.7501781787976453,0.7212113009004476,0.6553098089759322,0.7061010766664212
0.3,0.7628343884709564,0.9648850673475674,0.8100928303621624,0.9014155051479397,0.7626570868927217,0.856168382915991,0.7111133068504978,0.7895272913477158,0.6797332815251768,0.7002962614393606,0.6595904319240253
0.3,0.9254519583188445,0.9670284515595373,0.833174404868895,0.9040281769191969,0.7742289108437181,0.8518886287247548,0.7428988098277453,0.7919213714503162,0.6890661161498411,0.7274650046911907,0.6044130319457147
